Académie,Département,Etablissement,Ville,UAI,Code commune,Secteur,Nombre d'élèves présents au Bac,Taux de réussite bruts TOTAL,Taux de mentions bruts,Effectifs à la rentrée N 2nde,Effectifs à la rentrée N 1ère,Effectifs à la rentrée N Term.
BESANCON,HAUTE-SAONE,LYCEE LES HABERGES,VESOUL,0701052N,70550,PU,265,97,57,229,266,245
BESANCON,JURA,LYCEE PAUL EMILE VICTOR (GENERAL ET TECHNO.),CHAMPAGNOLE,0391092A,39097,PU,148,95,58,140,139,127
BESANCON,JURA,LYCEE CHARLES NODIER,DOLE,0390012B,39198,PU,206,97,66,242,218,205
BESANCON,JURA,LYCEE JACQUES DUHAMEL (GENERAL ET TECHNO.),DOLE,0390013C,39198,PU,264,93,54,280,268,273
BESANCON,JURA,LYCEE PASTEUR MONT ROLAND (GENERAL ET TECHNO.),DOLE,0391146J,39198,PR,74,97,62,102,79,77
BESANCON,JURA,LYCEE JEAN MICHEL,LONS LE SAUNIER,0390019J,39300,PU,422,93,60,355,368,399
BESANCON,JURA,LYCEE SAINTE MARIE,LONS LE SAUNIER,0390070P,39300,PR,34,97,74,41,35,27
BESANCON,JURA,LYCEE VICTOR BERARD (GENERAL ET TECHNO.),MOREZ,0390027T,39368,PU,137,99,70,148,127,111
BESANCON,JURA,LYCEE HYACINTHE FRIANT (GENERAL ET TECHNO.),POLIGNY,0390033Z,39434,PU,119,97,81,155,144,143
BESANCON,JURA,LYCEE PRE SAINT SAUVEUR (GENERAL ET TECHNO.),SAINT CLAUDE,0390786T,39478,PU,138,91,44,127,124,136
BESANCON,JURA,LYCEE VICTOR CONSIDERANT,SALINS LES BAINS,0390042J,39500,PU,76,99,68,93,80,83
BESANCON,TERRITOIRE DE BELFORT,LYCEE CONDORCET,BELFORT,0900002N,90010,PU,333,97,59,328,288,288
BESANCON,TERRITOIRE DE BELFORT,LYCEE GUSTAVE COURBET,BELFORT,0900003P,90010,PU,311,95,57,359,358,356
BESANCON,TERRITOIRE DE BELFORT,LYCEE RAOUL FOLLEREAU,BELFORT,0900004R,90010,PU,319,88,48,247,329,344
BESANCON,TERRITOIRE DE BELFORT,LYCEE NOTRE DAME DES ANGES,BELFORT,0900029T,90010,PR,55,91,47,49,54,51
BESANCON,TERRITOIRE DE BELFORT,LYCEE SAINTE-MARIE,BELFORT,0900030U,90010,PR,179,98,76,209,191,163
BORDEAUX,DORDOGNE,LYCEE MAINE DE BIRAN,BERGERAC,0240005A,24037,PU,456,90,49,454,425,431
BORDEAUX,DORDOGNE,LYCEE STE MARTHE - ST FRONT,BERGERAC,0240076C,24037,PR,105,100,75,147,103,105
BORDEAUX,DORDOGNE,LYCEE GIRAUT DE BORNEIL,EXCIDEUIL,0240013J,24164,PU,52,100,62,57,64,50
BORDEAUX,DORDOGNE,LYCEE ALCIDE DUSOLIER (GENERAL ET TECHNO.),NONTRON,0240021T,24311,PU,87,97,71,76,78,81
BORDEAUX,DORDOGNE,LYCEE BERTRAN DE BORN,PERIGUEUX,0240024W,24322,PU,249,94,60,280,287,279
BORDEAUX,DORDOGNE,LYCEE LAURE GATET,PERIGUEUX,0240025X,24322,PU,232,91,53,166,218,242
BORDEAUX,DORDOGNE,LYCEE ALBERT CLAVEILLE (GENERAL ET TECHNO.),PERIGUEUX,0240026Y,24322,PU,198,97,68,198,185,187
BORDEAUX,DORDOGNE,LYCEE ST JOSEPH,PERIGUEUX,0240079F,24322,PR,107,99,65,149,119,115
BORDEAUX,DORDOGNE,LYCEE JAY DE BEAUFORT,PERIGUEUX,0241137F,24322,PU,313,96,61,309,325,305
BORDEAUX,DORDOGNE,LYCEE ARNAUT DANIEL,RIBERAC,0240032E,24352,PU,122,90,41,121,118,129
BORDEAUX,DORDOGNE,LYCEE PRE DE CORDY,SARLAT LA CANEDA,0240035H,24520,PU,238,98,63,242,208,257
BORDEAUX,DORDOGNE,LYCEE ANTOINE DE ST EXUPERY (GENERAL ET TECHNO.),TERRASSON,0241125T,24547,PU,92,98,60,119,98,101
BORDEAUX,GIRONDE,LYCEE NORD BASSIN - SIMONE VEIL,ANDERNOS LES BAINS,0332724G,33005,PU,281,98,61,329,296,255
BORDEAUX,GIRONDE,LYCEE GRAND AIR,ARCACHON,0330003Z,33009,PU,405,94,54,331,342,437
BORDEAUX,GIRONDE,LYCEE ST ELME,ARCACHON,0331488N,33009,PR,114,100,92,117,126,116
BORDEAUX,GIRONDE,LYCEE GISELE HALIMI,BAZAS,0330010G,33036,PU,196,90,45,167,213,220
BORDEAUX,GIRONDE,LYCEE VACLAV HAVEL (GENERAL ET TECHNO.),BEGLES,0333273D,33039,PU,390,96,59,380,373,401
BORDEAUX,GIRONDE,LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.),BLANQUEFORT,0330018R,33056,PU,48,88,50,27,44,49
BORDEAUX,GIRONDE,LYCEE JEAN MONNET,BLANQUEFORT,0332745E,33056,PU,236,95,58,306,252,239
BORDEAUX,GIRONDE,LYCEE JAUFRE RUDEL,BLAYE,0330020T,33058,PU,323,85,41,339,298,334
BORDEAUX,GIRONDE,LYCEE MICHEL MONTAIGNE,BORDEAUX,0330021U,33063,PU,277,97,77,305,260,266
BORDEAUX,GIRONDE,LYCEE MONTESQUIEU,BORDEAUX,0330022V,33063,PU,377,94,58,480,378,387
BORDEAUX,GIRONDE,LYCEE CAMILLE JULLIAN,BORDEAUX,0330023W,33063,PU,465,95,67,432,423,444
BORDEAUX,GIRONDE,LYCEE FRANCOIS MAGENDIE,BORDEAUX,0330026Z,33063,PU,344,99,81,372,346,335
BORDEAUX,GIRONDE,LYCEE FRANCOIS MAURIAC,BORDEAUX,0330027A,33063,PU,434,94,63,357,490,418
BORDEAUX,GIRONDE,LYCEE GUSTAVE EIFFEL (GENERAL ET TECHNO.),BORDEAUX,0330028B,33063,PU,599,96,65,510,593,573
BORDEAUX,GIRONDE,LYCEE NICOLAS BREMONTIER,BORDEAUX,0330029C,33063,PU,185,92,49,216,191,193
BORDEAUX,GIRONDE,LYCEE ALBERT LE GRAND,BORDEAUX,0331491S,33063,PR,40,98,55,50,48,46
BORDEAUX,GIRONDE,LYCEE ST GENES LA SALLE,BORDEAUX,0331493U,33063,PR,240,100,90,289,243,251
BORDEAUX,GIRONDE,LYCEE ASSOMPTION - STE CLOTILDE,BORDEAUX,0331495W,33063,PR,381,98,82,400,388,393
BORDEAUX,GIRONDE,LYCEE DU MIRAIL,BORDEAUX,0331498Z,33063,PR,249,96,59,284,261,259
BORDEAUX,GIRONDE,LYCEE NOTRE DAME,BORDEAUX,0331499A,33063,PR,48,96,48,50,44,45
BORDEAUX,GIRONDE,LYCEE STE MARIE BASTIDE,BORDEAUX,0331501C,33063,PR,330,99,77,311,315,314
BORDEAUX,GIRONDE,LYCEE ST JOSEPH DE TIVOLI,BORDEAUX,0331502D,33063,PR,239,100,87,236,245,229
BORDEAUX,GIRONDE,LYCEE STE MARIE GRAND LEBRUN,BORDEAUX,0331503E,33063,PR,218,100,90,238,230,215
BORDEAUX,GIRONDE,LYCEE STE FAMILLE SAINTONGE,BORDEAUX,0331556M,33063,PR,71,87,34,49,64,58
BORDEAUX,GIRONDE,LYCEE ST VINCENT DE PAUL,BORDEAUX,0331590Z,33063,PR,23,96,39,8,24,24
BORDEAUX,GIRONDE,LYCEE BEL ORME,BORDEAUX,0331591A,33063,PR,125,94,42,56,131,131
BORDEAUX,GIRONDE,LYCEE BIOLOGIE ET CHIMIE ST LOUIS,BORDEAUX,0332468D,33063,PU,116,87,45,67,111,111
BORDEAUX,GIRONDE,LYCEE JEAN CONDORCET,BORDEAUX,0332747G,33063,PU,215,83,27,180,185,225
BORDEAUX,GIRONDE,LYCEE DES GRAVES,GRADIGNAN,0332846P,33192,PU,481,96,74,420,332,459
BORDEAUX,GIRONDE,LYCEE DE LA MER (GENERAL ET TECHNO.),GUJAN MESTRAS,0332870R,33199,PU,242,98,69,260,274,238
BORDEAUX,GIRONDE,LYCEE LA SAUQUE,LA BREDE,0331504F,33213,PR,162,100,77,183,170,186
BORDEAUX,GIRONDE,LYCEE JEAN RENOU,LA REOLE,0330109P,33352,PU,128,95,58,164,148,158
BORDEAUX,GIRONDE,LYCEE JEAN MOULIN,LANGON,0331636Z,33227,PU,324,96,59,467,387,374
BORDEAUX,GIRONDE,LYCEE SUD MEDOC LA BOETIE,LE TAILLAN MEDOC,0332831Y,33519,PU,492,98,68,557,511,477
BORDEAUX,GIRONDE,LYCEE MAX LINDER,LIBOURNE,0330088S,33243,PU,578,92,47,592,592,564
BORDEAUX,GIRONDE,LYCEE JEAN MONNET (GENERAL ET TECHNO.),LIBOURNE,0330089T,33243,PU,81,88,38,131,85,93
BORDEAUX,GIRONDE,LYCEE MONTESQUIEU,LIBOURNE,0331506H,33243,PR,156,99,76,168,165,147
BORDEAUX,GIRONDE,LYCEE ELIE FAURE,LORMONT,0332744D,33249,PU,297,90,44,382,303,307
BORDEAUX,GIRONDE,LYCEE LES IRIS (GENERAL ET TECHNO.),LORMONT,0332832Z,33249,PU,305,92,55,328,326,282
BORDEAUX,GIRONDE,LYCEE FERNAND DAGUIN,MERIGNAC,0331760J,33281,PU,497,91,57,585,472,522
BORDEAUX,GIRONDE,LYCEE ODILON REDON,PAUILLAC,0332081H,33314,PU,288,93,53,402,306,297
BORDEAUX,GIRONDE,LYCEE SAINT JEAN,PAUILLAC,0333307R,33314,PR,30,97,57,35,34,29
BORDEAUX,GIRONDE,LYCEE PAPE CLEMENT,PESSAC,0332722E,33318,PU,483,97,63,552,500,465
BORDEAUX,GIRONDE,LYCEE PHILIPPE COUSTEAU,SAINT ANDRE DE CUBZAC,0332835C,33366,PU,236,96,56,259,214,232
BORDEAUX,GIRONDE,LYCEE STAM - SAINT ANDRE SAINTE MARIE,SAINT ANDRE DE CUBZAC,0333406Y,33366,PR,97,100,79,147,133,120
BORDEAUX,GIRONDE,LYCEE RECLUS,SAINTE FOY LA GRANDE,0330115W,33402,PU,136,98,58,168,135,138
BORDEAUX,GIRONDE,LYCEE VICTOR LOUIS (GENERAL ET TECHNO.),TALENCE,0330126H,33522,PU,380,96,59,380,389,450
BORDEAUX,GIRONDE,LYCEE ALFRED KASTLER (GENERAL ET TECHNO.),TALENCE,0330135T,33522,PU,235,96,60,231,262,253
BORDEAUX,GIRONDE,LYCEE HOTEL.TOURISME GASCOGNE (GENERAL ET TECHNO.),TALENCE,0332192D,33522,PU,76,99,57,52,73,63
BORDEAUX,LANDES,LYCEE GASTON CRAMPE (GENERAL ET TECHNO.),AIRE SUR L ADOUR,0400002K,40001,PU,163,99,64,184,191,153
BORDEAUX,LANDES,LYCEE DE BORDA (GENERAL ET TECHNO.),DAX,0400007R,40088,PU,493,95,61,506,517,527
BORDEAUX,LANDES,LYCEE ST JACQUES DE COMPOSTELLE,DAX,0401016M,40088,PR,165,99,68,143,170,150
BORDEAUX,LANDES,LYCEE VICTOR DURUY,MONT DE MARSAN,0400017B,40192,PU,254,100,72,305,254,239
BORDEAUX,LANDES,LYCEE CHARLES DESPIAU,MONT DE MARSAN,0400018C,40192,PU,401,98,69,334,383,366
BORDEAUX,LANDES,LYCEE ANTOINE DE SAINT-EXUPERY (GENERAL ET TECHNO.),PARENTIS EN BORN,0400046H,40217,PU,328,97,56,330,283,293
BORDEAUX,LANDES,LYCEE JEAN TARIS (GENERAL ET TECHNO.),PEYREHORADE,0400027M,40224,PU,68,99,71,76,49,46
BORDEAUX,LANDES,LYCEE HAROUN TAZIEFF (GENERAL ET TECHNO.),SAINT PAUL LES DAX,0401002X,40279,PU,193,95,58,200,188,171
BORDEAUX,LANDES,LYCEE JEAN CASSAIGNE,SAINT PIERRE DU MONT,0400067F,40281,PR,117,100,73,131,116,97
BORDEAUX,LANDES,LYCEE SUD DES LANDES,SAINT VINCENT DE TYROSSE,0400933X,40284,PU,438,98,63,508,382,430
BORDEAUX,LOT-ET-GARONNE,LYCEE BERNARD PALISSY,AGEN,0470001W,47001,PU,402,97,68,432,402,406
BORDEAUX,LOT-ET-GARONNE,LYCEE JEAN BAPTISTE DE BAUDRE,AGEN,0470003Y,47001,PU,396,94,52,404,361,362
BORDEAUX,LOT-ET-GARONNE,LYCEE ST CAPRAIS,AGEN,0470060K,47001,PR,90,100,92,131,106,94
BORDEAUX,LOT-ET-GARONNE,LYCEE STENDHAL,AIGUILLON,0470009E,47004,PU,170,99,74,146,169,147
BORDEAUX,LOT-ET-GARONNE,LYCEE MARGUERITE FILHOL,FUMEL,0470018P,47106,PU,126,90,55,124,117,118
BORDEAUX,LOT-ET-GARONNE,LYCEE TECH INNOVANTES - V DE GARONNE (GENERAL ET TECHNO.),MARMANDE,0470020S,47157,PU,330,96,64,374,350,332
BORDEAUX,LOT-ET-GARONNE,LYCEE NOTRE DAME LA COMPASSION,MARMANDE,0470063N,47157,PR,79,91,48,108,93,100
BORDEAUX,LOT-ET-GARONNE,LYCEE GEORGE SAND,NERAC,0470028A,47195,PU,111,99,68,139,131,134
BORDEAUX,LOT-ET-GARONNE,LYCEE LOT ET BASTIDES (GENERAL ET TECHNO.),VILLENEUVE SUR LOT,0470038L,47323,PU,281,92,52,337,339,335
BORDEAUX,LOT-ET-GARONNE,LYCEE STE CATHERINE,VILLENEUVE SUR LOT,0470065R,47323,PR,94,100,68,55,75,80
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE CANTAU (GENERAL ET TECHNO.),ANGLET,0640001D,64024,PU,265,97,68,244,248,236
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE STELLA MARIS,ANGLET,0641441U,64024,PR,44,98,61,48,72,73
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE RENE CASSIN,BAYONNE,0640010N,64102,PU,406,99,76,480,392,389
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE LOUIS DE FOIX (GENERAL ET TECHNO.),BAYONNE,0640011P,64102,PU,336,96,55,240,317,276
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE LARGENTE,BAYONNE,0640111Y,64102,PR,180,99,83,195,177,186
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE ST LOUIS VILLA PIA,BAYONNE,0640115C,64102,PR,229,98,69,252,222,225
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE BERNAT  ETXEPARE (GENERAL ET TECHNO.),BAYONNE,0641907A,64102,PR,114,100,83,177,135,140
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE EXPERIMENTAL A.MALRAUX,BIARRITZ,0640017W,64122,PU,221,98,73,226,215,211
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE HOTELLERIE BIARRITZ ATLANTIQUE (GENERAL ET TECHNO.),BIARRITZ,0641823J,64122,PU,27,96,52,42,45,43
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE DU PAYS DE SOULE,CHERAUTE,0641779L,64188,PU,97,98,62,91,81,97
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE ST JOSEPH (GENERAL ET TECHNO.),HASPARREN,0640181Z,64256,PR,97,99,77,84,77,64
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE JACQUES MONOD,LESCAR,0641839B,64335,PU,254,97,69,234,254,238
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE DE LA CHIMIE ALBERT CAMUS,MOURENX,0640044A,64410,PU,134,99,72,137,114,122
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE PAUL REY,NAY,0640046C,64417,PU,157,97,67,174,146,134
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE ST JOSEPH,NAY,0640125N,64417,PR,83,100,80,103,78,77
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE JULES SUPERVIELLE,OLORON SAINTE MARIE,0640047D,64422,PU,176,98,73,177,146,143
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE ST JOSEPH,OLORON SAINTE MARIE,0640126P,64422,PR,43,100,72,41,49,37
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE GASTON FEBUS,ORTHEZ,0640052J,64430,PU,214,99,66,228,211,192
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE JEANNE D ARC,ORTHEZ,0640127R,64430,PR,29,100,69,38,37,35
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE LOUIS BARTHOU,PAU,0640055M,64445,PU,478,97,68,477,461,464
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE SAINT CRICQ (GENERAL ET TECHNO.),PAU,0640057P,64445,PU,396,97,62,435,364,396
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE IMMAC.CONCEPT.BEAU FRENE,PAU,0640130U,64445,PR,181,100,87,199,169,177
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE ST DOMINIQUE,PAU,0640131V,64445,PR,167,100,85,190,185,144
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE SAINT-JOHN PERSE,PAU,0641732K,64445,PU,309,95,63,324,320,293
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE MAURICE RAVEL,SAINT JEAN DE LUZ,0640065Y,64483,PU,216,95,68,242,237,218
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE ST THOMAS D AQUIN,SAINT JEAN DE LUZ,0640134Y,64483,PR,194,96,72,232,206,206
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE DE NAVARRE (GENERAL ET TECHNO.),SAINT JEAN PIED DE PORT,0641844G,64485,PU,97,100,87,67,73,72
BORDEAUX,PYRENEES-ATLANTIQUES,LYCEE SAINT JOSEPH,USTARITZ,0640137B,64547,PR,82,99,70,97,77,76
CLERMONT-FERRAND,ALLIER,LYCEE GENEVIEVE VINCENT (GENERAL ET TECHNO.),COMMENTRY,0031044U,3082,PU,23,100,65,20,31,27
CLERMONT-FERRAND,ALLIER,LYCEE ALBERT LONDRES,CUSSET,0030051P,3095,PU,543,96,55,536,498,462
CLERMONT-FERRAND,ALLIER,LYCEE SAINT PIERRE,CUSSET,0030072M,3095,PR,96,97,73,109,106,91
CLERMONT-FERRAND,ALLIER,LYCEE VALERY LARBAUD (GENERAL ET TECHNO.),CUSSET,0031082K,3095,PU,67,93,42,77,68,66
CLERMONT-FERRAND,ALLIER,LYCEE MADAME DE STAEL,MONTLUCON,0030025L,3185,PU,312,97,67,327,312,274
CLERMONT-FERRAND,ALLIER,LYCEE PAUL CONSTANS (GENERAL ET TECHNO.),MONTLUCON,0030026M,3185,PU,277,93,51,307,273,262
CLERMONT-FERRAND,ALLIER,LYCEE SAINT-JOSEPH,MONTLUCON,0030445T,3185,PR,22,91,50,46,38,22
CLERMONT-FERRAND,ALLIER,LYCEE THEODORE DE BANVILLE,MOULINS,0030036Y,3190,PU,342,94,61,352,315,320
CLERMONT-FERRAND,ALLIER,LYCEE SAINT BENOIT,MOULINS,0030084A,3190,PR,35,86,49,54,24,28
CLERMONT-FERRAND,ALLIER,LYCEE BLAISE DE VIGENERE,SAINT POURCAIN SUR SIOULE,0030044G,3254,PU,117,97,59,120,115,107
CLERMONT-FERRAND,ALLIER,LYCEE JEAN MONNET (GENERAL ET TECHNO.),YZEURE,0030038A,3321,PU,182,88,38,171,164,158
CLERMONT-FERRAND,CANTAL,LYCEE MONNET-MERMOZ (GENERAL ET TECHNO.),AURILLAC,0150006A,15014,PU,250,96,46,261,231,220
CLERMONT-FERRAND,CANTAL,LYCEE DE LA COMMUNICATION ST GERAUD (GENERAL ET TECHNO.),AURILLAC,0150047V,15014,PR,35,97,89,33,36,35
CLERMONT-FERRAND,CANTAL,LYCEE EMILE DUCLAUX,AURILLAC,0150646W,15014,PU,235,100,81,250,180,219
CLERMONT-FERRAND,CANTAL,LYCEE GERBERT (GENERAL ET TECHNO.),AURILLAC,0150760V,15014,PR,56,89,30,41,47,45
CLERMONT-FERRAND,CANTAL,LYCEE MAURIAC,MAURIAC,0150747F,15120,PU,57,98,68,70,54,72
CLERMONT-FERRAND,CANTAL,LYCEE DE HAUTE AUVERGNE (GENERAL ET TECHNO.),SAINT FLOUR,0150030B,15187,PU,129,98,67,143,168,119
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE LA FAYETTE,BRIOUDE,0430003V,43040,PU,103,98,66,130,113,132
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE SAINT JULIEN (GENERAL ET TECHNO.),BRIOUDE,0430053Z,43040,PR,64,95,64,59,75,52
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE LA CHARTREUSE PARADIS,BRIVES CHARENSAC,0430055B,43041,PR,146,100,84,192,133,142
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE CHARLES ET ADRIEN DUPUY (GENERAL ET TECHNO.),LE PUY EN VELAY,0430020N,43157,PU,120,94,62,141,123,136
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE SIMONE WEIL,LE PUY EN VELAY,0430021P,43157,PU,361,98,63,337,346,339
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE ST-JACQUES DE COMPOSTELLE,LE PUY EN VELAY,0430968U,43157,PR,54,100,65,50,51,30
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE NOTRE DAME DU CHATEAU,MONISTROL SUR LOIRE,0430058E,43137,PR,274,97,58,232,204,243
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE LEONARD DE VINCI,MONISTROL SUR LOIRE,0430947W,43137,PU,307,98,63,312,297,301
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE SAINT-GABRIEL,YSSINGEAUX,0430065M,43268,PR,66,95,67,60,60,51
CLERMONT-FERRAND,HAUTE-LOIRE,LYCEE EMMANUEL CHABRIER (GENERAL ET TECHNO.),YSSINGEAUX,0430953C,43268,PU,77,100,75,106,84,72
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),AMBERT,0630001J,63003,PU,85,98,73,90,85,89
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE SAINTE THECLE,CHAMALIERES,0631070W,63075,PR,118,100,63,101,97,95
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE VALERY GISCARD D'ESTAING (GENERAL ET TECHNO.),CHAMALIERES,0631669X,63075,PU,213,99,74,235,205,194
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE BLAISE PASCAL,CLERMONT FERRAND,0630018C,63113,PU,304,94,62,372,283,297
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE JEANNE D'ARC,CLERMONT FERRAND,0630019D,63113,PU,456,97,73,481,439,448
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE SIDOINE APOLLINAIRE,CLERMONT FERRAND,0630020E,63113,PU,331,88,38,236,328,323
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE LA FAYETTE (GENERAL ET TECHNO.),CLERMONT FERRAND,0630021F,63113,PU,222,95,64,259,228,225
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE AMBROISE BRUGIERE,CLERMONT FERRAND,0630077S,63113,PU,315,86,38,311,291,323
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE GODEFROY DE BOUILLON,CLERMONT FERRAND,0631068U,63113,PR,235,98,71,223,221,224
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE FENELON,CLERMONT FERRAND,0631074A,63113,PR,119,100,88,138,132,117
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE SAINT ALYRE,CLERMONT FERRAND,0631075B,63113,PR,215,96,57,208,195,224
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE MASSILLON,CLERMONT FERRAND,0631847R,63113,PR,109,98,86,142,121,118
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE RENE DESCARTES,COURNON D AUVERGNE,0631861F,63124,PU,463,96,59,456,434,473
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE SAINT PIERRE,COURPIERE,0631032E,63125,PR,35,97,69,25,29,23
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE MURAT,ISSOIRE,0630034V,63178,PU,328,98,64,345,309,327
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE SEVIGNE SAINT LOUIS,ISSOIRE,0631033F,63178,PR,69,96,55,80,103,68
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE C. ET P. VIRLOGEUX,RIOM,0630052P,63300,PU,429,96,63,464,434,395
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE SAINTE MARIE,RIOM,0631034G,63300,PR,79,100,70,138,99,83
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE PIERRE JOEL BONTE (GENERAL ET TECHNO.),RIOM,0631985R,63300,PU,98,99,63,128,91,95
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE MONTDORY,THIERS,0630068G,63430,PU,200,96,62,199,181,207
CLERMONT-FERRAND,PUY-DE-DOME,LYCEE JEAN ZAY,THIERS,0630069H,63430,PU,98,98,70,95,89,92
CORSE,CORSE-DU-SUD,LYCEE FESCH,AJACCIO,6200001G,2A004,PU,229,92,54,272,232,230
CORSE,CORSE-DU-SUD,LYCEE LAETITIA BONAPARTE,AJACCIO,6200002H,2A004,PU,383,99,75,407,405,399
CORSE,CORSE-DU-SUD,INSTITUTION SAINT-PAUL,AJACCIO,6200650M,2A004,PR,102,99,66,100,102,78
CORSE,CORSE-DU-SUD,LYCEE JEAN PAUL DE ROCCA SERRA (GENERAL ET TECHNO.),PORTO VECCHIO,6200063Z,2A247,PU,236,95,60,223,216,178
CORSE,CORSE-DU-SUD,LYCEE GEORGES CLEMENCEAU SARTENE,SARTENE,6200043C,2A272,PU,82,95,57,81,75,52
CORSE,HAUTE-CORSE,LYCEE GIOCANTE DE CASABIANCA,BASTIA,7200009X,2B033,PU,392,95,63,427,398,416
CORSE,HAUTE-CORSE,PENSIONNAT JEANNE D ARC,BASTIA,7200073S,2B033,PR,85,99,75,93,93,82
CORSE,HAUTE-CORSE,LYCEE PAUL VINCENSINI,BASTIA,7200583W,2B033,PU,344,96,58,383,377,338
CORSE,HAUTE-CORSE,LYCEE PASCAL PAOLI,CORTE,7200021K,2B096,PU,92,96,62,101,89,92
CORSE,HAUTE-CORSE,LYCEE DE BALAGNE (GENERAL ET TECHNO.),L ILE ROUSSE,7200123W,2B134,PU,98,98,67,140,103,110
CORSE,HAUTE-CORSE,LYCEE DU FIUM'ORBU,PRUNELLI DI FIUMORBO,7200719U,2B251,PU,122,100,70,170,107,116
CRETEIL,SEINE-ET-MARNE,LYCEE URUGUAY FRANCE (GENERAL ET TECHNO.),AVON,0770918E,77014,PU,278,88,46,253,287,309
CRETEIL,SEINE-ET-MARNE,LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),BRIE COMTE ROBERT,0772230F,77053,PU,279,95,61,349,301,313
CRETEIL,SEINE-ET-MARNE,LYCEE MAURICE RONDEAU (GENERAL ET TECHNO.),BUSSY SAINT GEORGES,0772275E,77058,PR,186,99,84,198,195,198
CRETEIL,SEINE-ET-MARNE,LYCEE MARTIN LUTHER KING,BUSSY SAINT GEORGES,0772292Y,77058,PU,382,94,52,382,381,391
CRETEIL,SEINE-ET-MARNE,LYCEE SONIA DELAUNAY (GENERAL ET TECHNO.),CESSON,0772332S,77067,PU,201,97,65,242,200,214
CRETEIL,SEINE-ET-MARNE,LYCEE LA FAYETTE (GENERAL ET TECHNO.),CHAMPAGNE SUR SEINE,0770920G,77079,PU,105,89,34,54,74,83
CRETEIL,SEINE-ET-MARNE,LYCEE RENE DESCARTES (GENERAL ET TECHNO.),CHAMPS SUR MARNE,0772223Y,77083,PU,218,93,59,228,199,180
CRETEIL,SEINE-ET-MARNE,LYCEE GASTON BACHELARD,CHELLES,0770922J,77108,PU,528,95,47,552,515,512
CRETEIL,SEINE-ET-MARNE,LYCEE GUY GASNIER-SAINTE BATHILDE,CHELLES,0771720B,77108,PR,94,99,73,132,98,92
